evidence_id,phase,analysis_nature,dataset_code,dataset_display_name,dataset_role,modality,endpoint,horizon_days,model_or_comparison,metric,point_estimate,ci_lower_95,ci_upper_95,parent_n,evaluated_n,events,coverage,source_file,source_row,ci_source_file,ci_source_row,claim_status,allowed_claim_zh,allowed_claim_en,limitation_zh,limitation_en,planned_location,planned_figure_or_table
P8-ABS-R012-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C1,harrell_c,0.8010152284263959,0.7355899402656544,0.8603622534348137,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,12,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,43,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C1的Harrell C指数为0.8010152284263959（95%CI 0.7355899402656544至0.8603622534348137）。,"In the known-overlap simulation, C1 had Harrell C index 0.8010152284263959 (95% CI 0.7355899402656544 to 0.8603622534348137) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R012-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C1,uno_c,0.8388457027995031,0.7439415851028585,0.9188573772137751,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,12,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,44,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C1的Uno C指数为0.8388457027995031（95%CI 0.7439415851028585至0.9188573772137751）。,"In the known-overlap simulation, C1 had Uno C index 0.8388457027995031 (95% CI 0.7439415851028585 to 0.9188573772137751) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R012-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C1,auc_horizon,0.8592832257789316,0.7635526328517438,0.9392998529394929,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,12,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,45,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C1的24个月AUC为0.8592832257789316（95%CI 0.7635526328517438至0.9392998529394929）。,"In the known-overlap simulation, C1 had 24-month AUC 0.8592832257789316 (95% CI 0.7635526328517438 to 0.9392998529394929) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R012-CALIBRATION-IN-THE-LARGE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C1,calibration_in_the_large,-0.22624366807951712,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,12,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C1的整体校准偏差为-0.22624366807951712。,"In the known-overlap simulation, C1 had calibration-in-the-large -0.22624366807951712 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R012-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C1,calibration_slope,3.1484837213767767,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,12,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C1的校准斜率为3.1484837213767767。,"In the known-overlap simulation, C1 had calibration slope 3.1484837213767767 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R013-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C2,ipcw_brier,0.06791894457532535,0.03931896746172845,0.09829650483289068,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,13,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,46,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C2的IPCW Brier评分为0.06791894457532535（95%CI 0.03931896746172845至0.09829650483289068）。,"In the known-overlap simulation, C2 had IPCW Brier score 0.06791894457532535 (95% CI 0.03931896746172845 to 0.09829650483289068) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R013-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C2,harrell_c,0.877834179357022,0.8309187648361879,0.9217050350880859,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,13,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,47,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C2的Harrell C指数为0.877834179357022（95%CI 0.8309187648361879至0.9217050350880859）。,"In the known-overlap simulation, C2 had Harrell C index 0.877834179357022 (95% CI 0.8309187648361879 to 0.9217050350880859) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R013-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C2,uno_c,0.9313607109745016,0.8876684659606757,0.972026545129777,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,13,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,48,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C2的Uno C指数为0.9313607109745016（95%CI 0.8876684659606757至0.972026545129777）。,"In the known-overlap simulation, C2 had Uno C index 0.9313607109745016 (95% CI 0.8876684659606757 to 0.972026545129777) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R013-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C2,auc_horizon,0.9497877755110373,0.9038999418089413,0.9848509653299768,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,13,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,49,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C2的24个月AUC为0.9497877755110373（95%CI 0.9038999418089413至0.9848509653299768）。,"In the known-overlap simulation, C2 had 24-month AUC 0.9497877755110373 (95% CI 0.9038999418089413 to 0.9848509653299768) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R013-CALIBRATION-IN-THE-LARGE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C2,calibration_in_the_large,-0.2243477208003783,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,13,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C2的整体校准偏差为-0.2243477208003783。,"In the known-overlap simulation, C2 had calibration-in-the-large -0.2243477208003783 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R013-CALIBRATION-SLOPE,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C2,calibration_slope,1.8838764380923236,,,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,13,,,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C2的校准斜率为1.8838764380923236。,"In the known-overlap simulation, C2 had calibration slope 1.8838764380923236 in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R014-IPCW-BRIER,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C3,ipcw_brier,0.07928252782446013,0.046181214884064535,0.11325429274251723,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,14,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,50,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C3的IPCW Brier评分为0.07928252782446013（95%CI 0.046181214884064535至0.11325429274251723）。,"In the known-overlap simulation, C3 had IPCW Brier score 0.07928252782446013 (95% CI 0.046181214884064535 to 0.11325429274251723) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R014-HARRELL-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C3,harrell_c,0.7302876480541455,0.6323830145555155,0.8063700346577691,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,14,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,51,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C3的Harrell C指数为0.7302876480541455（95%CI 0.6323830145555155至0.8063700346577691）。,"In the known-overlap simulation, C3 had Harrell C index 0.7302876480541455 (95% CI 0.6323830145555155 to 0.8063700346577691) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R014-UNO-C,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C3,uno_c,0.8533533371401025,0.7684447837473054,0.9289008300456574,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,14,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,52,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C3的Uno C指数为0.8533533371401025（95%CI 0.7684447837473054至0.9289008300456574）。,"In the known-overlap simulation, C3 had Uno C index 0.8533533371401025 (95% CI 0.7684447837473054 to 0.9289008300456574) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
P8-ABS-R014-AUC-HORIZON,Phase 8,KNOWN_OVERLAP_SIMULATION_NOT_VALIDATION,inner_hancock,inner_hancock (known-overlap HANCOCK simulation),known-overlap workflow/bias simulation; not independent validation,HANCOCK-like clinical/pathological; blood; TMA features,24-month overall survival,730.5,C3,auc_horizon,0.8796359418058214,0.7917655036013103,0.9536926497834535,135,135.0,37.0,1.0,results/metrics/phase8_pseudo_private/model_metrics.csv,14,results/metrics/phase8_pseudo_private/bootstrap_confidence_intervals.csv,53,OVERLAP_SIMULATION_ONLY_NOT_VALIDATION,已知重叠模拟中，inner_hancock中C3的24个月AUC为0.8796359418058214（95%CI 0.7917655036013103至0.9536926497834535）。,"In the known-overlap simulation, C3 had 24-month AUC 0.8796359418058214 (95% CI 0.7917655036013103 to 0.9536926497834535) in inner_hancock.",包含88例训练、17例校准及30例既往测试重叠，不得作为独立院内验证。,"Includes 88 training-, 17 calibration-, and 30 prior-test-overlap cases; not independent institutional validation.",Supplement only: overlap/bias simulation,WP4 candidate Phase 8 supplementary panel
